36	727.4479885057474
93	473.60435621725935
238	350.97899159663865
183	351.51584699453554
221	345.0995475113122
252	204.15079365079364
135	405.0632098765433
3	1849.771967526268
127	424.65721784776906
34	722.6653615006377
372	232.69489247311827
86	499.1093697337378
118	415.3756053268765
60	527.9225000000001
212	314.77122641509436
891	116.51739618406285
846	121.30260047281324
49	640.3705118411003
266	265.43609022556393
177	373.578154425612
151	389.94228949858086
80	443.8581140350877
122	437.3193568726356
107	460.73727933541016
225	299.24
296	247.7027027027027
166	375.1168674698795
169	360.6050295857988
191	352.5
148	373.8404365904365
344	251.46802325581396
210	306.7285714285714
206	343.28155339805824
4007	58.55527826303968
17	1067.6439373553653
15	1059.0174178403756
13	1125.5154485403784
53	592.1625000000004
138	418.6847826086957
187	386.10695187165777
182	360.2225274725275
282	265.72813238770686
39	696.6581196581194
78	506.590497737557
269	191.88475836431226
447	206.73154362416108
142	404.73105298457415
603	137.83250414593698
83	493.7149115944295
352	245.80397727272728
425	176.06588235294117
431	224.66589327146173
31	821.561628010308
48	592.3628578732106
121	433.2589531680442
139	393.5803357314148
214	340.3224299065421
144	398.1824494949495
120	435.0496913580247
98	493.7520408163265
106	429.67581475128645
160	394.7294642857143
196	366.9132653061224
64	574.7251157407408
167	360.1077844311377
227	364.4185022026432
94	474.454407294833
184	395.5054347826087
186	346.616935483871
28	825.0933025771557
61	524.7133669609082
173	385.2803468208092
125	419.003111111111
194	346.32603092783506
23	923.6108394185028
105	451.3197994987468
136	380.67463235294116
290	264.85
99	491.7294372294372
147	382.447409733124
211	373.5829383886256
176	359.0208333333333
90	505.52053872053875
185	371.1981981981982
273	253.63369963369962
50	581.1763855421686
2613	71.59089169536931
113	454.56672566371685
204	382.5049019607843
52	566.8725961538462
723	158.24896265560167
394	224.9289340101523
59	566.963214061519
260	331.8076923076923
44	696.9518223711775
143	386.1776223776223
208	379.96153846153845
27	815.1235084456832
220	340.30454545454546
77	497.40513509479007
270	238.79444444444445
346	199.1242774566474
289	292.93598615916954
81	472.13185871056237
108	453.2442129629628
318	222.95911949685535
310	286.76451612903224
21	912.9296204463096
18	1017.1053159478445
717	118.33333333333333
161	370.5072463768117
175	317.69142857142856
305	243.46229508196723
264	268.0151515151515
610	152.98196721311476
229	331.39956331877727
232	301.2844827586207
5	1614.4732171893174
237	345.65611814345993
332	178.8734939759036
254	319.7729658792651
124	420.13819648093846
261	219.0536398467433
41	649.7610325519598
58	564.6820731200664
145	388.7320197044334
165	396.24848484848485
112	437.8809523809524
130	406.4307692307692
153	415.63006535947716
240	257.32916666666665
69	535.7197671655979
88	499.663961038961
104	465.6952662721893
188	325.41622340425533
45	659.9991898148149
338	255.1153846153846
74	519.1439988375473
85	508.048128342246
97	479.3489593464307
116	426.0071839080459
249	263.20883534136544
92	439.760459392945
56	551.9221198156681
250	323.992
314	285.45859872611464
172	370.35465116279073
509	195.60707269155208
65	534.6857330703484
444	194.00675675675674
103	472.4382051954867
218	347.2522935779817
291	301.46048109965636
35	751.7575459023732
198	360.8838383838384
35561	24.843423975703722
87	506.2802984472675
230	339.61739130434785
265	321.0679245283019
63	566.7982390873016
715	116.95804195804196
54	555.3537369705034
150	374.62111111111113
213	377.0586854460094
37	703.7791370317682
159	375.7069182389937
32	755.2059049079754
1	4365.131011343665
89	467.0523431077008
1473	100.44670739986422
128	414.8837890625
134	425.52340569877884
315	168.5142857142857
26	831.2032863167079
84	485.0037202380952
38	710.2398974965503
137	398.4843587069864
24	878.213550026752
573	181.6020942408377
22	925.5292439372325
916	124.867903930131
42	691.8414387031409
16	1145.6522251845774
3704	61.74352051835853
192	376.9375
163	376.5061349693252
705	148.77021276595744
1832	79.12991266375546
149	400.2210290827741
57	559.8709181713408
82	487.40894308943115
91	419.7977427977427
446	210.89013452914799
6	1489.4107615556934
2	2023.9979811574697
157	382.33280254777065
203	373.2413793103448
539	162.87662337662337
141	407.8634751773049
387	195.5142118863049
386	235.05958549222797
527	149.9639468690702
111	452.61261261261257
276	317.04347826086956
8	1378.516270783848
55	586.0916899051869
7	1470.2582517020492
133	408.9026315789475
132	418.646645021645
348	250.04741379310346
351	248.41310541310543
201	376.53731343283584
382	231.8193717277487
258	327.0077519379845
283	225.61484098939928
96	457.048125
114	454.5327169274536
389	198.17994858611826
226	369.9646017699115
51	651.0769063180824
43	674.7565812772989
1006	123.81610337972167
101	478.52006253256894
178	345.09550561797755
19	986.6123651794651
247	323.6180836707153
164	362.39227642276427
236	220.25
581	130.6092943201377
275	268.43636363636364
277	268.1913357400722
154	392.4163059163059
10	1338.1852140077829
429	212.7226107226107
66	534.7548340548341
